transactions,item,date,time,month,day,period_day,weekday_weekend
198,Cookies,16/11/2016,10:58:00,November,Wednesday,morning,weekday
199,Coffee,16/11/2016,11:58:00,November,Wednesday,morning,weekday
200,Bread,16/11/2016,12:58:00,November,Wednesday,afternoon,weekday
201,Coffee,16/11/2016,13:58:00,November,Wednesday,afternoon,weekday
201,Pastry,16/11/2016,14:58:00,November,Wednesday,afternoon,weekday
202,Coffee,16/11/2016,15:58:00,November,Wednesday,afternoon,weekday
202,Coffee,16/11/2016,16:58:00,November,Wednesday,afternoon,weekday
203,Coffee,16/11/2016,17:58:00,November,Wednesday,evening,weekday
204,Scandinavian,16/11/2016,18:58:00,November,Wednesday,evening,weekday
204,Bread,16/11/2016,19:58:00,November,Wednesday,evening,weekday
205,Coffee,16/11/2016,20:58:00,November,Wednesday,evening,weekday
205,Coffee,16/11/2016,21:58:00,November,Wednesday,night,weekday
205,Pastry,16/11/2016,22:58:00,November,Wednesday,night,weekday
206,Scandinavian,16/11/2016,23:58:00,November,Wednesday,night,weekday
206,Coffee,17/11/2016,0:58:00,November,Thursday,night,weekday
206,Pastry,17/11/2016,1:58:00,November,Thursday,night,weekday
207,Hearty & Seasonal,17/11/2016,2:58:00,November,Thursday,night,weekday
207,Coffee,17/11/2016,3:58:00,November,Thursday,night,weekday
207,Muffin,17/11/2016,4:58:00,November,Thursday,night,weekday
208,Bread,17/11/2016,5:58:00,November,Thursday,morning,weekday
209,Coffee,17/11/2016,6:58:00,November,Thursday,morning,weekday
210,Scandinavian,17/11/2016,7:58:00,November,Thursday,morning,weekday
211,Soup,17/11/2016,8:58:00,November,Thursday,morning,weekday
211,Coffee,17/11/2016,9:58:00,November,Thursday,morning,weekday
212,Coffee,17/11/2016,10:58:00,November,Thursday,morning,weekday
212,Cookies,17/11/2016,11:58:00,November,Thursday,morning,weekday
212,Tartine,17/11/2016,12:58:00,November,Thursday,afternoon,weekday
213,Bread,17/11/2016,13:58:00,November,Thursday,afternoon,weekday
214,Bread,17/11/2016,14:58:00,November,Thursday,afternoon,weekday
214,Tea,17/11/2016,15:58:00,November,Thursday,afternoon,weekday
214,Tea,17/11/2016,16:58:00,November,Thursday,afternoon,weekday
215,Pastry,17/11/2016,17:58:00,November,Thursday,evening,weekday
215,Coffee,17/11/2016,18:58:00,November,Thursday,evening,weekday
216,Tartine,17/11/2016,19:58:00,November,Thursday,evening,weekday
216,Coffee,17/11/2016,20:58:00,November,Thursday,evening,weekday
217,Bread,17/11/2016,21:58:00,November,Thursday,night,weekday
217,Cookies,17/11/2016,22:58:00,November,Thursday,night,weekday
218,Sandwich,17/11/2016,23:58:00,November,Thursday,night,weekday
219,Tartine,18/11/2016,0:58:00,November,Friday,night,weekday
220,Bread,18/11/2016,1:58:00,November,Friday,night,weekday
220,Pastry,18/11/2016,2:58:00,November,Friday,night,weekday
221,Bread,18/11/2016,3:58:00,November,Friday,night,weekday
221,Scandinavian,18/11/2016,4:58:00,November,Friday,night,weekday
222,Scandinavian,18/11/2016,5:58:00,November,Friday,morning,weekday
223,Alfajores,18/11/2016,6:58:00,November,Friday,morning,weekday
223,Coffee,18/11/2016,7:58:00,November,Friday,morning,weekday
224,Coffee,18/11/2016,8:58:00,November,Friday,morning,weekday
225,Coffee,18/11/2016,9:58:00,November,Friday,morning,weekday
225,Coke,18/11/2016,10:58:00,November,Friday,morning,weekday
225,Soup,18/11/2016,11:58:00,November,Friday,morning,weekday
226,Cake,18/11/2016,12:58:00,November,Friday,afternoon,weekday
227,Tea,18/11/2016,13:58:00,November,Friday,afternoon,weekday
227,Sandwich,18/11/2016,14:58:00,November,Friday,afternoon,weekday
227,Soup,18/11/2016,15:58:00,November,Friday,afternoon,weekday
228,Coffee,18/11/2016,16:58:00,November,Friday,afternoon,weekday
229,Hearty & Seasonal,18/11/2016,17:58:00,November,Friday,evening,weekday
229,Bread,18/11/2016,18:58:00,November,Friday,evening,weekday
230,Alfajores,18/11/2016,19:58:00,November,Friday,evening,weekday
231,Cake,18/11/2016,20:58:00,November,Friday,evening,weekday
232,Tea,18/11/2016,21:58:00,November,Friday,night,weekday
232,Tea,18/11/2016,22:58:00,November,Friday,night,weekday
232,Bread,18/11/2016,23:58:00,November,Friday,night,weekday
233,Coffee,19/11/2016,0:58:00,November,Saturday,night,weekday
233,Tea,19/11/2016,1:58:00,November,Saturday,night,weekday
233,Bread,19/11/2016,2:58:00,November,Saturday,night,weekday
233,Soup,19/11/2016,3:58:00,November,Saturday,night,weekday
234,Coffee,19/11/2016,4:58:00,November,Saturday,night,weekday
234,Coffee,19/11/2016,5:58:00,November,Saturday,morning,weekday
235,Scandinavian,19/11/2016,6:58:00,November,Saturday,morning,weekday
236,Fudge,19/11/2016,7:58:00,November,Saturday,morning,weekday
237,Coffee,19/11/2016,8:58:00,November,Saturday,morning,weekday
237,Sandwich,19/11/2016,9:58:00,November,Saturday,morning,weekday
238,Tea,19/11/2016,10:58:00,November,Saturday,morning,weekday
238,Bread,19/11/2016,11:58:00,November,Saturday,morning,weekday
238,Cookies,19/11/2016,12:58:00,November,Saturday,afternoon,weekday
238,Pastry,19/11/2016,13:58:00,November,Saturday,afternoon,weekday
239,Muffin,19/11/2016,14:58:00,November,Saturday,afternoon,weekday
240,Scandinavian,19/11/2016,15:58:00,November,Saturday,afternoon,weekday
241,Jam,19/11/2016,16:58:00,November,Saturday,afternoon,weekday
241,Tea,19/11/2016,17:58:00,November,Saturday,evening,weekday
242,Juice,19/11/2016,18:58:00,November,Saturday,evening,weekday
242,Tea,19/11/2016,19:58:00,November,Saturday,evening,weekday
242,Alfajores,19/11/2016,20:58:00,November,Saturday,evening,weekday
243,Cake,19/11/2016,21:58:00,November,Saturday,night,weekday
243,Muffin,19/11/2016,22:58:00,November,Saturday,night,weekday
243,Coffee,19/11/2016,23:58:00,November,Saturday,night,weekday
243,Soup,20/11/2016,0:58:00,November,Sunday,night,weekday
244,Hot chocolate,20/11/2016,1:58:00,November,Sunday,night,weekday
244,Cake,20/11/2016,2:58:00,November,Sunday,night,weekday
244,Coffee,20/11/2016,3:58:00,November,Sunday,night,weekday
245,Cake,20/11/2016,4:58:00,November,Sunday,night,weekday
245,Cookies,20/11/2016,5:58:00,November,Sunday,morning,weekday
246,Tea,20/11/2016,6:58:00,November,Sunday,morning,weekday
246,Bread,20/11/2016,7:58:00,November,Sunday,morning,weekday
247,Alfajores,20/11/2016,8:58:00,November,Sunday,morning,weekday
247,Coffee,20/11/2016,9:58:00,November,Sunday,morning,weekday
247,Coffee,20/11/2016,10:58:00,November,Sunday,morning,weekday
247,Coffee,20/11/2016,11:58:00,November,Sunday,morning,weekday
247,Juice,20/11/2016,12:58:00,November,Sunday,afternoon,weekday
248,Coffee,20/11/2016,13:58:00,November,Sunday,afternoon,weekday
248,Tea,20/11/2016,14:58:00,November,Sunday,afternoon,weekday
248,Soup,20/11/2016,15:58:00,November,Sunday,afternoon,weekday
249,Hot chocolate,20/11/2016,16:58:00,November,Sunday,afternoon,weekday
250,Cookies,20/11/2016,17:58:00,November,Sunday,evening,weekday
251,Coffee,20/11/2016,18:58:00,November,Sunday,evening,weekday
251,Medialuna,20/11/2016,19:58:00,November,Sunday,evening,weekday
252,Bread,20/11/2016,20:58:00,November,Sunday,evening,weekday
252,Eggs,20/11/2016,21:58:00,November,Sunday,night,weekday
253,Scandinavian,20/11/2016,22:58:00,November,Sunday,night,weekday
254,Medialuna,20/11/2016,23:58:00,November,Sunday,night,weekday
255,Coffee,21/11/2016,0:58:00,November,Monday,night,weekday
255,Coffee,21/11/2016,1:58:00,November,Monday,night,weekday
255,Pastry,21/11/2016,2:58:00,November,Monday,night,weekday
256,Coffee,21/11/2016,3:58:00,November,Monday,night,weekday
256,Bread,21/11/2016,4:58:00,November,Monday,night,weekday
257,Bread,21/11/2016,5:58:00,November,Monday,morning,weekday
257,Coffee,21/11/2016,6:58:00,November,Monday,morning,weekday
257,Pastry,21/11/2016,7:58:00,November,Monday,morning,weekday
258,Coffee,21/11/2016,8:58:00,November,Monday,morning,weekday
258,Pastry,21/11/2016,9:58:00,November,Monday,morning,weekday
259,Pastry,21/11/2016,10:58:00,November,Monday,morning,weekday
260,Coffee,21/11/2016,11:58:00,November,Monday,morning,weekday
261,Coffee,21/11/2016,12:58:00,November,Monday,afternoon,weekday
262,Coffee,21/11/2016,13:58:00,November,Monday,afternoon,weekday
262,Hot chocolate,21/11/2016,14:58:00,November,Monday,afternoon,weekday
262,Pastry,21/11/2016,15:58:00,November,Monday,afternoon,weekday
263,Coke,21/11/2016,16:58:00,November,Monday,afternoon,weekday
264,Coffee,21/11/2016,17:58:00,November,Monday,evening,weekday
264,Jam,21/11/2016,18:58:00,November,Monday,evening,weekday
265,Tea,21/11/2016,19:58:00,November,Monday,evening,weekday
266,Bread,21/11/2016,20:58:00,November,Monday,evening,weekday
266,Pastry,21/11/2016,21:58:00,November,Monday,night,weekday
267,Coffee,21/11/2016,22:58:00,November,Monday,night,weekday
267,Alfajores,21/11/2016,23:58:00,November,Monday,night,weekday
267,Farm House,22/11/2016,0:58:00,November,Tuesday,night,weekday
268,Tea,22/11/2016,1:58:00,November,Tuesday,night,weekday
268,Pastry,22/11/2016,2:58:00,November,Tuesday,night,weekday
269,Bread,22/11/2016,3:58:00,November,Tuesday,night,weekday
270,Coffee,22/11/2016,4:58:00,November,Tuesday,night,weekday
270,Jam,22/11/2016,5:58:00,November,Tuesday,morning,weekday
271,Coffee,22/11/2016,6:58:00,November,Tuesday,morning,weekday
271,Tea,22/11/2016,7:58:00,November,Tuesday,morning,weekday
271,Coffee,22/11/2016,8:58:00,November,Tuesday,morning,weekday
271,Pastry,22/11/2016,9:58:00,November,Tuesday,morning,weekday
272,Farm House,22/11/2016,10:58:00,November,Tuesday,morning,weekday
274,Coffee,22/11/2016,11:58:00,November,Tuesday,morning,weekday
274,Bread,22/11/2016,12:58:00,November,Tuesday,afternoon,weekday
274,Pastry,22/11/2016,13:58:00,November,Tuesday,afternoon,weekday
275,Farm House,22/11/2016,14:58:00,November,Tuesday,afternoon,weekday
276,Coffee,22/11/2016,15:58:00,November,Tuesday,afternoon,weekday
276,Coffee,22/11/2016,16:58:00,November,Tuesday,afternoon,weekday
276,Pastry,22/11/2016,17:58:00,November,Tuesday,evening,weekday
277,Farm House,22/11/2016,18:58:00,November,Tuesday,evening,weekday
278,Coffee,22/11/2016,19:58:00,November,Tuesday,evening,weekday
278,Pastry,22/11/2016,20:58:00,November,Tuesday,evening,weekday
279,Coffee,22/11/2016,21:58:00,November,Tuesday,night,weekday
280,Coffee,22/11/2016,22:58:00,November,Tuesday,night,weekday
280,Pastry,22/11/2016,23:58:00,November,Tuesday,night,weekday
281,Bread,23/11/2016,0:58:00,November,Wednesday,night,weekday
281,Bread,23/11/2016,1:58:00,November,Wednesday,night,weekday
282,Bread,23/11/2016,2:58:00,November,Wednesday,night,weekday
282,Coffee,23/11/2016,3:58:00,November,Wednesday,night,weekday
282,Pastry,23/11/2016,4:58:00,November,Wednesday,night,weekday
283,Pastry,23/11/2016,5:58:00,November,Wednesday,morning,weekday
283,Coffee,23/11/2016,6:58:00,November,Wednesday,morning,weekday
284,Coffee,23/11/2016,7:58:00,November,Wednesday,morning,weekday
284,Farm House,23/11/2016,8:58:00,November,Wednesday,morning,weekday
285,Farm House,23/11/2016,9:58:00,November,Wednesday,morning,weekday
285,Farm House,23/11/2016,10:58:00,November,Wednesday,morning,weekday
285,Pastry,23/11/2016,11:58:00,November,Wednesday,morning,weekday
286,Bread,23/11/2016,12:58:00,November,Wednesday,afternoon,weekday
286,Juice,23/11/2016,13:58:00,November,Wednesday,afternoon,weekday
286,Alfajores,23/11/2016,14:58:00,November,Wednesday,afternoon,weekday
287,Coffee,23/11/2016,15:58:00,November,Wednesday,afternoon,weekday
287,Pastry,23/11/2016,16:58:00,November,Wednesday,afternoon,weekday
288,Bread,23/11/2016,17:58:00,November,Wednesday,evening,weekday
288,Alfajores,23/11/2016,18:58:00,November,Wednesday,evening,weekday
289,Bread,23/11/2016,19:58:00,November,Wednesday,evening,weekday
290,Coffee,23/11/2016,20:58:00,November,Wednesday,evening,weekday
290,Cookies,23/11/2016,21:58:00,November,Wednesday,night,weekday
291,Coffee,23/11/2016,22:58:00,November,Wednesday,night,weekday
292,Cookies,23/11/2016,23:58:00,November,Wednesday,night,weekday
293,Hearty & Seasonal,24/11/2016,0:58:00,November,Thursday,night,weekday
294,Coffee,24/11/2016,1:58:00,November,Thursday,night,weekday
295,Jam,24/11/2016,2:58:00,November,Thursday,night,weekday
295,Tartine,24/11/2016,3:58:00,November,Thursday,night,weekday
295,Bread,24/11/2016,4:58:00,November,Thursday,night,weekday
296,Farm House,24/11/2016,5:58:00,November,Thursday,morning,weekday
296,Scandinavian,24/11/2016,6:58:00,November,Thursday,morning,weekday
297,Hearty & Seasonal,24/11/2016,7:58:00,November,Thursday,morning,weekday
297,Coffee,24/11/2016,8:58:00,November,Thursday,morning,weekday
297,Muffin,24/11/2016,9:58:00,November,Thursday,morning,weekday
297,Scandinavian,24/11/2016,10:58:00,November,Thursday,morning,weekday
298,Tartine,24/11/2016,11:58:00,November,Thursday,morning,weekday
298,Pick and Mix Bowls,24/11/2016,12:58:00,November,Thursday,afternoon,weekday
298,Coffee,24/11/2016,13:58:00,November,Thursday,afternoon,weekday
298,Coke,24/11/2016,14:58:00,November,Thursday,afternoon,weekday
299,Bread,24/11/2016,15:58:00,November,Thursday,afternoon,weekday
300,Scandinavian,24/11/2016,16:58:00,November,Thursday,afternoon,weekday
300,Farm House,24/11/2016,17:58:00,November,Thursday,evening,weekday
300,Alfajores,24/11/2016,18:58:00,November,Thursday,evening,weekday
300,Coffee,24/11/2016,19:58:00,November,Thursday,evening,weekday
300,Coffee,24/11/2016,20:58:00,November,Thursday,evening,weekday
301,Juice,24/11/2016,21:58:00,November,Thursday,night,weekday
301,Mineral water,24/11/2016,22:58:00,November,Thursday,night,weekday
301,Soup,24/11/2016,23:58:00,November,Thursday,night,weekday
302,Soup,25/11/2016,0:58:00,November,Friday,night,weekday
302,Tea,25/11/2016,1:58:00,November,Friday,night,weekday
303,Juice,25/11/2016,2:58:00,November,Friday,night,weekday
303,Tea,25/11/2016,3:58:00,November,Friday,night,weekday
303,Cookies,25/11/2016,4:58:00,November,Friday,night,weekday
303,Soup,25/11/2016,5:58:00,November,Friday,morning,weekday
304,Hearty & Seasonal,25/11/2016,6:58:00,November,Friday,morning,weekday
304,Tea,25/11/2016,7:58:00,November,Friday,morning,weekday
305,Fudge,25/11/2016,8:58:00,November,Friday,morning,weekday
306,Coffee,25/11/2016,9:58:00,November,Friday,morning,weekday
306,Mineral water,25/11/2016,10:58:00,November,Friday,morning,weekday
306,Juice,25/11/2016,11:58:00,November,Friday,morning,weekday
306,Soup,25/11/2016,12:58:00,November,Friday,afternoon,weekday
307,Hearty & Seasonal,25/11/2016,13:58:00,November,Friday,afternoon,weekday
308,Hearty & Seasonal,25/11/2016,14:58:00,November,Friday,afternoon,weekday
308,Smoothies,25/11/2016,15:58:00,November,Friday,afternoon,weekday
309,Hearty & Seasonal,25/11/2016,16:58:00,November,Friday,afternoon,weekday
309,Tea,25/11/2016,17:58:00,November,Friday,evening,weekday
310,Coffee,25/11/2016,18:58:00,November,Friday,evening,weekday
310,Sandwich,25/11/2016,19:58:00,November,Friday,evening,weekday
310,Sandwich,25/11/2016,20:58:00,November,Friday,evening,weekday
311,Cookies,25/11/2016,21:58:00,November,Friday,night,weekday
311,Farm House,25/11/2016,22:58:00,November,Friday,night,weekday
312,Soup,25/11/2016,23:58:00,November,Friday,night,weekday
312,Tea,26/11/2016,0:58:00,November,Saturday,night,weekday
312,Juice,26/11/2016,1:58:00,November,Saturday,night,weekday
313,Soup,26/11/2016,2:58:00,November,Saturday,night,weekday
314,Coffee,26/11/2016,3:58:00,November,Saturday,night,weekday
316,Bread,26/11/2016,4:58:00,November,Saturday,night,weekday
317,Cookies,26/11/2016,5:58:00,November,Saturday,morning,weekday
317,Tea,26/11/2016,6:58:00,November,Saturday,morning,weekday
318,Soup,26/11/2016,7:58:00,November,Saturday,morning,weekday
318,Hearty & Seasonal,26/11/2016,8:58:00,November,Saturday,morning,weekday
318,Bread,26/11/2016,9:58:00,November,Saturday,morning,weekday
319,Coffee,26/11/2016,10:58:00,November,Saturday,morning,weekday
320,Coffee,26/11/2016,11:58:00,November,Saturday,morning,weekday
321,Coffee,26/11/2016,12:58:00,November,Saturday,afternoon,weekday
321,Tea,26/11/2016,13:58:00,November,Saturday,afternoon,weekday
322,Bread,26/11/2016,14:58:00,November,Saturday,afternoon,weekday
323,Tea,26/11/2016,15:58:00,November,Saturday,afternoon,weekday
324,Coffee,26/11/2016,16:58:00,November,Saturday,afternoon,weekday
324,Tea,26/11/2016,17:58:00,November,Saturday,evening,weekday
325,Coffee,26/11/2016,18:58:00,November,Saturday,evening,weekday
326,Fudge,26/11/2016,19:58:00,November,Saturday,evening,weekday
327,Tea,26/11/2016,20:58:00,November,Saturday,evening,weekday
328,Soup,26/11/2016,21:58:00,November,Saturday,night,weekday
328,Tea,26/11/2016,22:58:00,November,Saturday,night,weekday
329,Juice,26/11/2016,23:58:00,November,Saturday,night,weekday
330,Alfajores,27/11/2016,0:58:00,November,Sunday,night,weekday
331,Bread,27/11/2016,1:58:00,November,Sunday,night,weekday
332,Coffee,27/11/2016,2:58:00,November,Sunday,night,weekday
332,Alfajores,27/11/2016,3:58:00,November,Sunday,night,weekday
333,Juice,27/11/2016,4:58:00,November,Sunday,night,weekday
333,Alfajores,27/11/2016,5:58:00,November,Sunday,morning,weekday
333,Cookies,27/11/2016,6:58:00,November,Sunday,morning,weekday
333,Pick and Mix Bowls,27/11/2016,7:58:00,November,Sunday,morning,weekday
333,Mineral water,27/11/2016,8:58:00,November,Sunday,morning,weekday
334,Coffee,27/11/2016,9:58:00,November,Sunday,morning,weekday
334,Alfajores,27/11/2016,10:58:00,November,Sunday,morning,weekday
335,Fudge,27/11/2016,11:58:00,November,Sunday,morning,weekday
336,Mighty Protein,27/11/2016,12:58:00,November,Sunday,afternoon,weekday
336,Juice,27/11/2016,13:58:00,November,Sunday,afternoon,weekday
337,Coffee,27/11/2016,14:58:00,November,Sunday,afternoon,weekday
337,Mineral water,27/11/2016,15:58:00,November,Sunday,afternoon,weekday
337,Alfajores,27/11/2016,16:58:00,November,Sunday,afternoon,weekday
338,Mighty Protein,27/11/2016,17:58:00,November,Sunday,evening,weekday
338,Coffee,27/11/2016,18:58:00,November,Sunday,evening,weekday
339,Alfajores,27/11/2016,19:58:00,November,Sunday,evening,weekday
340,Coffee,27/11/2016,20:58:00,November,Sunday,evening,weekday
340,Bread,27/11/2016,21:58:00,November,Sunday,night,weekday
341,Medialuna,27/11/2016,22:58:00,November,Sunday,night,weekday
341,Medialuna,27/11/2016,23:58:00,November,Sunday,night,weekday
342,Medialuna,28/11/2016,0:58:00,November,Monday,night,weekday
342,Bread,28/11/2016,1:58:00,November,Monday,night,weekday
343,Farm House,28/11/2016,2:58:00,November,Monday,night,weekday
344,Coffee,28/11/2016,3:58:00,November,Monday,night,weekday
344,Pastry,28/11/2016,4:58:00,November,Monday,night,weekday
345,Farm House,28/11/2016,5:58:00,November,Monday,morning,weekday
346,Coffee,28/11/2016,6:58:00,November,Monday,morning,weekday
346,Coffee,28/11/2016,7:58:00,November,Monday,morning,weekday
346,Pastry,28/11/2016,8:58:00,November,Monday,morning,weekday
346,Pastry,28/11/2016,9:58:00,November,Monday,morning,weekday
346,Coffee,28/11/2016,10:58:00,November,Monday,morning,weekday
347,Medialuna,28/11/2016,11:58:00,November,Monday,morning,weekday
348,Bread,28/11/2016,12:58:00,November,Monday,afternoon,weekday
348,Tea,28/11/2016,13:58:00,November,Monday,afternoon,weekday
348,Sandwich,28/11/2016,14:58:00,November,Monday,afternoon,weekday
349,Bread,28/11/2016,15:58:00,November,Monday,afternoon,weekday
350,Jam,28/11/2016,16:58:00,November,Monday,afternoon,weekday
350,Coffee,28/11/2016,17:58:00,November,Monday,evening,weekday
350,Farm House,28/11/2016,18:58:00,November,Monday,evening,weekday
351,Focaccia,28/11/2016,19:58:00,November,Monday,evening,weekday
352,Bread,28/11/2016,20:58:00,November,Monday,evening,weekday
353,Tartine,28/11/2016,21:58:00,November,Monday,night,weekday
353,Pastry,28/11/2016,22:58:00,November,Monday,night,weekday
353,Bread,28/11/2016,23:58:00,November,Monday,night,weekday
